datetime,wind_speed,wind_direction,temperature,humidity
2020-01-01 00:00:00,1.08,158,7.7,78
2020-01-01 01:00:00,0.72,34,7.2,81
2020-01-01 02:00:00,1.39,21,6.4,89
2020-01-01 03:00:00,1.9,18,3.7,100
2020-01-01 04:00:00,2.28,29,2.9,100
2020-01-01 05:00:00,2.25,32,3.2,98
2020-01-01 06:00:00,2.24,27,3.0,98
2020-01-01 07:00:00,1.78,38,3.1,98
2020-01-01 08:00:00,2.62,50,6.0,89
2020-01-01 09:00:00,2.28,67,9.4,75
2020-01-01 10:00:00,2.41,85,12.1,64
2020-01-01 11:00:00,3.09,115,14.2,55
2020-01-01 12:00:00,2.68,117,15.9,52
2020-01-01 13:00:00,2.6,113,17.0,52
2020-01-01 14:00:00,2.56,111,17.6,53
2020-01-01 15:00:00,2.38,105,17.7,54
2020-01-01 16:00:00,1.6,86,17.0,60
2020-01-01 17:00:00,2.63,81,13.1,79
2020-01-01 18:00:00,2.47,76,12.4,81
2020-01-01 19:00:00,2.95,66,10.9,86
2020-01-01 20:00:00,2.3,56,10.8,87
2020-01-01 21:00:00,2.34,50,10.6,87
2020-01-01 22:00:00,3.32,44,9.2,89
2020-01-01 23:00:00,2.14,79,9.4,89
2020-01-02 00:00:00,2.34,70,9.4,89
2020-01-02 01:00:00,2.4,73,8.9,88
2020-01-02 02:00:00,2.55,79,8.6,88
2020-01-02 03:00:00,2.11,85,7.9,89
2020-01-02 04:00:00,2.1,87,7.8,90
2020-01-02 05:00:00,2.25,69,6.8,91
2020-01-02 06:00:00,2.11,85,6.9,91
2020-01-02 07:00:00,2.01,96,7.2,91
2020-01-02 08:00:00,2.45,102,9.8,84
2020-01-02 09:00:00,2.0,87,12.7,76
2020-01-02 10:00:00,1.94,78,15.1,69
2020-01-02 11:00:00,2.38,75,17.0,64
2020-01-02 12:00:00,2.83,82,18.5,59
2020-01-02 13:00:00,2.91,86,19.3,56
2020-01-02 14:00:00,3.14,81,19.5,56
2020-01-02 15:00:00,3.45,73,19.2,57
2020-01-02 16:00:00,3.01,69,18.4,62
2020-01-02 17:00:00,1.97,60,16.2,72
2020-01-02 18:00:00,1.92,62,15.4,77
2020-01-02 19:00:00,2.02,70,14.3,83
2020-01-02 20:00:00,2.12,82,13.6,86
2020-01-02 21:00:00,2.1,90,13.1,89
2020-01-02 22:00:00,2.11,85,12.6,89
2020-01-02 23:00:00,2.94,80,12.4,89
2020-01-03 00:00:00,2.73,82,11.9,84
2020-01-03 01:00:00,2.24,100,11.2,85
2020-01-03 02:00:00,1.87,106,10.4,90
2020-01-03 03:00:00,2.64,115,9.6,92
2020-01-03 04:00:00,1.97,60,9.4,93
2020-01-03 05:00:00,1.81,84,9.9,93
2020-01-03 06:00:00,2.3,56,8.8,96
2020-01-03 07:00:00,2.41,48,8.2,97
2020-01-03 08:00:00,1.39,21,11.1,90
2020-01-03 09:00:00,0.67,27,13.8,80
2020-01-03 10:00:00,1.08,68,15.9,72
2020-01-03 11:00:00,2.05,47,17.3,66
2020-01-03 12:00:00,2.06,29,18.2,64
2020-01-03 13:00:00,2.22,8,18.9,61
2020-01-03 14:00:00,2.33,350,19.0,59
2020-01-03 15:00:00,2.26,347,18.9,60
2020-01-03 16:00:00,1.84,347,18.3,63
2020-01-03 17:00:00,1.4,4,17.1,68
2020-01-03 18:00:00,1.12,333,17.3,66
2020-01-03 19:00:00,1.14,308,16.8,68
2020-01-03 20:00:00,0.98,336,15.9,72
2020-01-03 21:00:00,1.08,68,14.9,77
2020-01-03 22:00:00,1.97,120,11.6,90
2020-01-03 23:00:00,1.7,130,11.8,90
2020-01-04 00:00:00,1.93,111,10.9,93
2020-01-04 01:00:00,2.53,108,9.9,96
2020-01-04 02:00:00,2.33,155,9.8,96
2020-01-04 03:00:00,1.65,104,9.9,96
2020-01-04 04:00:00,2.06,113,9.6,97
2020-01-04 05:00:00,1.08,202,9.7,96
2020-01-04 06:00:00,1.56,225,8.8,96
2020-01-04 07:00:00,1.46,254,9.0,95
2020-01-04 08:00:00,1.08,236,10.6,94
2020-01-04 09:00:00,0.64,219,12.9,87
2020-01-04 10:00:00,0.36,214,15.2,79
2020-01-04 11:00:00,0.67,243,17.0,72
2020-01-04 12:00:00,1.2,265,18.0,66
2020-01-04 13:00:00,1.61,277,18.6,63
2020-01-04 14:00:00,1.92,298,18.9,61
2020-01-04 15:00:00,2.05,317,18.8,56
2020-01-04 16:00:00,1.61,330,18.1,59
2020-01-04 17:00:00,1.8,19,15.4,71
2020-01-04 18:00:00,2.69,45,13.3,84
2020-01-04 19:00:00,1.32,81,15.1,74
2020-01-04 20:00:00,0.86,126,14.5,77
2020-01-04 21:00:00,0.58,239,14.4,77
2020-01-04 22:00:00,1.53,328,12.4,87
2020-01-04 23:00:00,1.7,3,11.7,91
2020-01-05 00:00:00,2.62,7,9.9,91
2020-01-05 01:00:00,3.01,6,9.1,89
2020-01-05 02:00:00,2.9,358,9.1,86
2020-01-05 03:00:00,2.66,340,9.1,86
2020-01-05 04:00:00,2.15,298,8.9,88
2020-01-05 05:00:00,1.84,283,8.2,91
2020-01-05 06:00:00,1.43,258,8.1,91
2020-01-05 07:00:00,2.18,254,7.8,92
2020-01-05 08:00:00,2.94,260,10.2,84
2020-01-05 09:00:00,2.3,270,13.2,75
2020-01-05 10:00:00,2.9,272,15.8,65
2020-01-05 11:00:00,3.13,287,17.8,55
2020-01-05 12:00:00,3.07,289,19.0,49
2020-01-05 13:00:00,3.23,286,19.5,47
2020-01-05 14:00:00,3.48,288,19.8,46
2020-01-05 15:00:00,3.58,293,19.3,47
2020-01-05 16:00:00,2.36,306,18.2,54
2020-01-05 17:00:00,2.12,341,15.9,67
2020-01-05 18:00:00,2.01,333,15.3,70
2020-01-05 19:00:00,1.49,340,14.8,73
2020-01-05 20:00:00,2.01,333,13.8,78
2020-01-05 21:00:00,2.64,331,12.3,83
2020-01-05 22:00:00,2.02,340,12.4,81
2020-01-05 23:00:00,2.43,351,11.5,86
2020-01-06 00:00:00,1.8,360,11.9,83
2020-01-06 01:00:00,1.71,21,12.2,81
2020-01-06 02:00:00,0.95,288,12.4,79
2020-01-06 03:00:00,1.88,335,10.9,86
2020-01-06 04:00:00,1.81,354,11.0,85
2020-01-06 05:00:00,0.92,257,10.2,90
2020-01-06 06:00:00,1.0,270,10.9,87
2020-01-06 07:00:00,1.49,290,10.4,90
2020-01-06 08:00:00,1.88,295,12.8,80
2020-01-06 09:00:00,1.41,315,14.6,71
2020-01-06 10:00:00,1.77,317,16.3,59
2020-01-06 11:00:00,1.71,339,16.8,56
2020-01-06 12:00:00,1.3,356,16.3,58
2020-01-06 13:00:00,1.57,27,17.0,56
2020-01-06 14:00:00,1.72,36,17.0,58
2020-01-06 15:00:00,2.2,39,16.4,63
2020-01-06 16:00:00,2.26,45,16.0,64
2020-01-06 17:00:00,2.28,52,14.4,75
2020-01-06 18:00:00,2.55,64,13.3,80
2020-01-06 19:00:00,3.04,73,13.3,82
2020-01-06 20:00:00,3.23,74,13.1,83
2020-01-06 21:00:00,2.28,75,12.4,88
2020-01-06 22:00:00,1.7,87,12.0,90
2020-01-06 23:00:00,2.01,96,11.8,91
2020-01-07 00:00:00,2.65,101,12.3,86
2020-01-07 01:00:00,2.64,115,12.5,84
2020-01-07 02:00:00,2.33,115,12.4,83
2020-01-07 03:00:00,2.39,123,12.4,83
2020-01-07 04:00:00,2.58,126,12.4,83
2020-01-07 05:00:00,2.06,119,11.9,86
2020-01-07 06:00:00,2.21,108,11.4,90
2020-01-07 07:00:00,2.44,109,11.1,91
2020-01-07 08:00:00,3.18,114,12.4,86
2020-01-07 09:00:00,3.19,122,13.9,80
2020-01-07 10:00:00,2.73,118,13.9,82
2020-01-07 11:00:00,2.86,115,16.4,72
2020-01-07 12:00:00,3.33,139,17.8,65
2020-01-07 13:00:00,3.61,138,17.2,68
2020-01-07 14:00:00,3.41,130,17.1,71
2020-01-07 15:00:00,3.38,109,16.6,74
2020-01-07 16:00:00,3.1,90,16.5,75
2020-01-07 17:00:00,2.18,106,15.9,80
2020-01-07 18:00:00,2.45,78,14.9,86
2020-01-07 19:00:00,2.32,83,13.9,92
2020-01-07 20:00:00,1.88,65,13.4,94
2020-01-07 21:00:00,2.63,81,13.1,95
2020-01-07 22:00:00,2.83,82,13.1,96
2020-01-07 23:00:00,3.2,90,12.8,96
2020-01-08 00:00:00,3.89,108,12.6,95
2020-01-08 01:00:00,3.86,121,12.6,93
2020-01-08 02:00:00,0.98,294,12.1,94
2020-01-08 03:00:00,1.9,357,12.2,96
2020-01-08 04:00:00,2.59,28,11.9,97
2020-01-08 05:00:00,2.19,114,12.4,91
2020-01-08 06:00:00,1.17,121,12.5,94
2020-01-08 07:00:00,1.14,75,12.6,92
2020-01-08 08:00:00,1.99,72,12.8,92
2020-01-08 09:00:00,2.09,73,13.2,90
2020-01-08 10:00:00,2.55,101,14.2,86
2020-01-08 11:00:00,2.44,109,14.9,86
2020-01-08 12:00:00,2.06,113,15.3,86
2020-01-08 13:00:00,1.88,115,15.1,86
2020-01-08 14:00:00,1.71,97,14.9,88
2020-01-08 15:00:00,1.12,63,14.9,87
2020-01-08 16:00:00,1.92,321,14.3,90
2020-01-08 17:00:00,3.3,305,13.4,91
2020-01-08 18:00:00,3.91,310,12.6,93
2020-01-08 19:00:00,3.75,314,11.9,95
2020-01-08 20:00:00,3.61,314,10.8,95
2020-01-08 21:00:00,3.62,309,10.5,95
2020-01-08 22:00:00,3.91,310,10.4,95
2020-01-08 23:00:00,4.03,316,10.3,94
2020-01-09 00:00:00,3.61,312,9.7,94
2020-01-09 01:00:00,3.33,311,9.1,94
2020-01-09 02:00:00,3.42,308,8.8,94
2020-01-09 03:00:00,3.58,306,8.3,93
2020-01-09 04:00:00,3.38,304,7.6,92
2020-01-09 05:00:00,3.5,301,7.8,93
2020-01-09 06:00:00,3.06,308,7.3,93
2020-01-09 07:00:00,2.98,310,7.1,94
2020-01-09 08:00:00,3.69,311,8.4,91
2020-01-09 09:00:00,3.82,315,10.1,85
2020-01-09 10:00:00,3.86,323,11.9,78
2020-01-09 11:00:00,3.97,326,13.6,71
2020-01-09 12:00:00,4.19,327,14.9,61
2020-01-09 13:00:00,4.44,324,15.6,52
2020-01-09 14:00:00,4.47,326,15.9,47
2020-01-09 15:00:00,4.19,327,15.8,45
2020-01-09 16:00:00,3.33,319,14.9,49
2020-01-09 17:00:00,2.02,303,11.8,69
2020-01-09 18:00:00,2.37,298,10.6,74
2020-01-09 19:00:00,2.52,304,9.9,75
2020-01-09 20:00:00,2.5,307,9.1,78
2020-01-09 21:00:00,2.55,312,8.6,81
2020-01-09 22:00:00,2.62,317,8.1,83
2020-01-09 23:00:00,2.41,318,7.4,86
2020-01-10 00:00:00,2.19,313,6.8,88
2020-01-10 01:00:00,2.28,308,6.3,89
2020-01-10 02:00:00,2.44,305,6.1,90
2020-01-10 03:00:00,2.86,295,5.9,91
2020-01-10 04:00:00,3.45,292,5.8,92
2020-01-10 05:00:00,3.55,292,5.9,94
2020-01-10 06:00:00,3.64,291,5.9,94
2020-01-10 07:00:00,3.68,292,5.8,94
2020-01-10 08:00:00,3.77,302,7.6,88
2020-01-10 09:00:00,3.82,315,9.9,80
2020-01-10 10:00:00,4.14,323,12.1,72
2020-01-10 11:00:00,4.27,327,13.9,66
2020-01-10 12:00:00,4.2,322,15.3,62
2020-01-10 13:00:00,4.38,315,16.2,58
2020-01-10 14:00:00,4.48,309,16.6,54
2020-01-10 15:00:00,4.24,304,16.5,53
2020-01-10 16:00:00,3.36,300,15.9,55
2020-01-10 17:00:00,2.1,295,12.2,74
2020-01-10 18:00:00,2.31,288,11.6,73
2020-01-10 19:00:00,2.55,296,10.9,75
2020-01-10 20:00:00,2.61,302,9.9,76
2020-01-10 21:00:00,2.75,303,8.9,78
2020-01-10 22:00:00,2.56,309,8.1,81
2020-01-10 23:00:00,2.26,315,7.2,84
2020-01-11 00:00:00,2.4,315,6.8,86
2020-01-11 01:00:00,2.44,305,6.2,88
2020-01-11 02:00:00,2.86,306,5.9,89
2020-01-11 03:00:00,2.97,318,5.7,90
2020-01-11 04:00:00,2.69,318,5.4,91
2020-01-11 05:00:00,2.83,302,5.9,92
2020-01-11 06:00:00,2.47,302,6.4,91
2020-01-11 07:00:00,2.13,311,6.3,92
2020-01-11 08:00:00,2.33,317,8.1,85
2020-01-11 09:00:00,1.86,306,10.6,76
2020-01-11 10:00:00,2.09,287,12.4,69
2020-01-11 11:00:00,3.01,285,14.2,63
2020-01-11 12:00:00,3.13,287,15.4,58
2020-01-11 13:00:00,2.85,288,16.4,54
2020-01-11 14:00:00,2.72,287,16.9,51
2020-01-11 15:00:00,2.77,296,16.9,50
2020-01-11 16:00:00,2.2,300,16.2,55
2020-01-11 17:00:00,2.28,285,13.4,73
2020-01-11 18:00:00,2.02,279,12.8,72
2020-01-11 19:00:00,2.51,299,11.1,78
2020-01-11 20:00:00,3.05,319,9.6,84
2020-01-11 21:00:00,2.86,324,9.2,85
2020-01-11 22:00:00,2.91,319,8.3,88
2020-01-11 23:00:00,2.83,315,7.8,89
2020-01-12 00:00:00,2.75,327,7.6,89
2020-01-12 01:00:00,2.42,322,7.1,91
2020-01-12 02:00:00,1.92,321,7.1,91
2020-01-12 03:00:00,2.76,314,6.2,93
2020-01-12 04:00:00,2.12,315,7.0,92
2020-01-12 05:00:00,2.12,289,6.7,94
2020-01-12 06:00:00,1.75,301,6.1,95
2020-01-12 07:00:00,1.6,274,5.9,95
2020-01-12 08:00:00,1.66,245,8.8,89
2020-01-12 09:00:00,2.12,251,12.0,79
2020-01-12 10:00:00,2.35,258,14.8,69
2020-01-12 11:00:00,2.35,258,16.8,60
2020-01-12 12:00:00,2.71,266,18.2,54
2020-01-12 13:00:00,2.61,274,19.1,50
2020-01-12 14:00:00,2.3,272,19.7,47
2020-01-12 15:00:00,2.04,281,19.6,48
2020-01-12 16:00:00,1.17,301,18.6,59
2020-01-12 17:00:00,2.19,313,15.8,69
2020-01-12 18:00:00,2.64,331,13.7,75
2020-01-12 19:00:00,2.98,346,12.0,83
2020-01-12 20:00:00,2.86,12,11.4,84
2020-01-12 21:00:00,2.97,42,10.4,87
2020-01-12 22:00:00,3.02,56,9.6,89
2020-01-12 23:00:00,2.91,86,9.2,89
2020-01-13 00:00:00,2.42,120,9.2,89
2020-01-13 01:00:00,1.98,139,9.4,89
2020-01-13 02:00:00,2.5,143,9.9,88
2020-01-13 03:00:00,2.44,145,9.9,88
2020-01-13 04:00:00,2.39,147,9.6,88
2020-01-13 05:00:00,2.78,142,10.0,92
2020-01-13 06:00:00,3.02,146,10.1,92
2020-01-13 07:00:00,3.61,146,10.3,90
2020-01-13 08:00:00,4.5,143,12.1,81
2020-01-13 09:00:00,4.5,143,14.9,71
2020-01-13 10:00:00,4.94,148,17.6,61
2020-01-13 11:00:00,5.15,151,19.5,56
2020-01-13 12:00:00,5.35,147,20.6,55
2020-01-13 13:00:00,3.71,185,19.6,69
2020-01-13 14:00:00,2.91,131,19.6,74
2020-01-13 15:00:00,2.69,132,19.4,78
2020-01-13 16:00:00,2.34,130,18.5,88
2020-01-13 17:00:00,0.8,360,18.1,78
2020-01-13 18:00:00,1.8,341,16.7,92
2020-01-13 19:00:00,2.28,61,16.3,93
2020-01-13 20:00:00,3.51,95,15.7,91
2020-01-13 21:00:00,2.12,109,14.9,90
2020-01-13 22:00:00,0.81,300,14.2,94
2020-01-13 23:00:00,1.25,331,14.1,96
2020-01-14 00:00:00,1.79,333,14.1,96
2020-01-14 01:00:00,2.88,326,13.9,97
2020-01-14 02:00:00,3.24,326,13.4,96
2020-01-14 03:00:00,2.92,329,13.1,94
2020-01-14 04:00:00,2.91,333,13.0,95
2020-01-14 05:00:00,2.39,327,11.5,94
2020-01-14 06:00:00,1.94,325,11.1,96
2020-01-14 07:00:00,1.86,324,10.8,96
2020-01-14 08:00:00,2.88,326,11.9,93
2020-01-14 09:00:00,2.92,329,13.2,89
2020-01-14 10:00:00,2.6,337,14.8,83
2020-01-14 11:00:00,2.1,357,16.5,74
2020-01-14 12:00:00,1.53,349,17.4,71
2020-01-14 13:00:00,1.39,330,17.9,69
2020-01-14 14:00:00,1.5,307,18.2,67
2020-01-14 15:00:00,1.5,307,18.2,67
2020-01-14 16:00:00,1.66,327,17.9,67
2020-01-14 17:00:00,1.7,332,15.8,81
2020-01-14 18:00:00,2.92,322,14.4,87
2020-01-14 19:00:00,2.9,316,13.2,90
2020-01-14 20:00:00,2.64,307,12.1,92
2020-01-14 21:00:00,3.06,308,11.4,93
2020-01-14 22:00:00,3.14,323,10.9,93
2020-01-14 23:00:00,2.95,332,10.4,94
2020-01-15 00:00:00,2.33,329,9.9,94
2020-01-15 01:00:00,1.98,319,9.1,96
2020-01-15 02:00:00,2.34,320,8.9,96
2020-01-15 03:00:00,2.51,331,8.6,97
2020-01-15 04:00:00,2.16,326,8.2,97
2020-01-15 05:00:00,2.41,318,7.9,96
2020-01-15 06:00:00,1.98,311,7.4,96
2020-01-15 07:00:00,1.97,300,7.3,96
2020-01-15 08:00:00,2.28,299,8.9,91
2020-01-15 09:00:00,2.06,309,11.1,84
2020-01-15 10:00:00,2.05,317,13.6,76
2020-01-15 11:00:00,2.06,331,15.8,69
2020-01-15 12:00:00,2.1,335,17.2,63
2020-01-15 13:00:00,2.4,343,18.1,60
2020-01-15 14:00:00,2.62,353,18.6,57
2020-01-15 15:00:00,2.31,5,18.5,56
2020-01-15 16:00:00,1.77,16,17.9,60
2020-01-15 17:00:00,2.24,350,14.9,82
2020-01-15 18:00:00,2.02,340,14.0,83
2020-01-15 19:00:00,2.88,340,13.8,83
2020-01-15 20:00:00,3.1,339,12.9,86
2020-01-15 21:00:00,3.35,343,12.4,89
2020-01-15 22:00:00,3.38,341,11.9,91
2020-01-15 23:00:00,3.04,343,11.4,92
2020-01-16 00:00:00,2.79,345,11.1,93
2020-01-16 01:00:00,2.62,342,11.1,92
2020-01-16 02:00:00,1.36,324,10.5,95
2020-01-16 03:00:00,1.8,304,10.6,93
2020-01-16 04:00:00,2.05,317,10.1,94
2020-01-16 05:00:00,1.28,309,9.8,92
2020-01-16 06:00:00,1.48,332,9.6,92
2020-01-16 07:00:00,1.65,346,9.4,93
2020-01-16 08:00:00,2.44,341,10.6,89
2020-01-16 09:00:00,2.57,347,11.8,85
2020-01-16 10:00:00,2.71,356,13.1,83
2020-01-16 11:00:00,2.31,5,14.4,81
2020-01-16 12:00:00,2.22,8,15.6,78
2020-01-16 13:00:00,2.52,7,15.8,77
2020-01-16 14:00:00,2.63,9,15.5,80
2020-01-16 15:00:00,2.62,7,15.5,83
2020-01-16 16:00:00,2.38,15,15.1,86
2020-01-16 17:00:00,2.21,355,14.0,90
2020-01-16 18:00:00,1.9,357,13.4,93
2020-01-16 19:00:00,2.1,360,13.0,95
2020-01-16 20:00:00,2.04,349,12.6,96
2020-01-16 21:00:00,2.0,360,12.2,96
2020-01-16 22:00:00,1.8,3,11.8,97
2020-01-16 23:00:00,1.8,360,11.6,97
2020-01-17 00:00:00,1.9,3,11.2,96
2020-01-17 01:00:00,1.58,18,10.9,96
2020-01-17 02:00:00,1.36,36,10.5,97
2020-01-17 03:00:00,1.41,8,10.2,98
2020-01-17 04:00:00,1.61,330,10.4,98
2020-01-17 05:00:00,1.68,343,10.4,98
2020-01-17 06:00:00,1.7,320,10.5,97
2020-01-17 07:00:00,2.56,301,10.2,97
2020-01-17 08:00:00,2.61,302,11.2,95
2020-01-17 09:00:00,2.26,315,12.9,91
2020-01-17 10:00:00,2.77,347,14.8,83
2020-01-17 11:00:00,2.82,333,15.9,77
2020-01-17 12:00:00,3.05,328,17.0,71
2020-01-17 13:00:00,2.97,327,17.3,70
2020-01-17 14:00:00,2.92,329,17.9,67
2020-01-17 15:00:00,2.51,331,17.8,65
2020-01-17 16:00:00,2.28,345,17.0,68
2020-01-17 17:00:00,1.22,351,14.6,90
2020-01-17 18:00:00,1.7,360,13.2,92
2020-01-17 19:00:00,1.0,37,14.0,88
2020-01-17 20:00:00,1.8,34,13.0,90
2020-01-17 21:00:00,2.47,14,11.1,96
2020-01-17 22:00:00,2.01,6,10.9,97
2020-01-17 23:00:00,2.47,21,10.2,98
2020-01-18 00:00:00,1.8,34,11.3,97
2020-01-18 01:00:00,2.2,39,9.6,100
2020-01-18 02:00:00,2.39,57,8.9,100
2020-01-18 03:00:00,1.0,84,10.1,99
2020-01-18 04:00:00,0.89,153,10.3,99
2020-01-18 05:00:00,0.98,246,10.1,99
2020-01-18 06:00:00,0.91,264,10.4,100
2020-01-18 07:00:00,0.81,277,10.4,99
2020-01-18 08:00:00,0.85,339,10.9,99
2020-01-18 09:00:00,1.39,21,11.8,97
2020-01-18 10:00:00,1.55,15,13.4,89
2020-01-18 11:00:00,1.65,14,15.2,80
2020-01-18 12:00:00,1.51,352,16.0,76
2020-01-18 13:00:00,1.62,338,17.0,70
2020-01-18 14:00:00,2.15,332,17.2,67
2020-01-18 15:00:00,2.62,342,17.0,66
2020-01-18 16:00:00,2.52,353,16.5,68
2020-01-18 17:00:00,2.01,354,14.8,80
2020-01-18 18:00:00,1.73,10,13.0,89
2020-01-18 19:00:00,2.09,343,12.1,90
2020-01-18 20:00:00,1.72,306,11.8,90
2020-01-18 21:00:00,2.4,315,10.4,94
2020-01-18 22:00:00,2.43,351,11.1,93
2020-01-18 23:00:00,3.04,9,10.9,94
2020-01-19 00:00:00,2.28,322,9.1,96
2020-01-19 01:00:00,1.41,262,9.5,95
2020-01-19 02:00:00,1.84,292,8.6,96
2020-01-19 03:00:00,1.75,336,7.9,98
2020-01-19 04:00:00,1.84,311,8.1,97
2020-01-19 05:00:00,2.28,299,7.8,96
2020-01-19 06:00:00,2.66,290,7.8,96
2020-01-19 07:00:00,2.82,293,7.8,96
2020-01-19 08:00:00,2.92,301,9.2,93
2020-01-19 09:00:00,2.77,311,11.6,84
2020-01-19 10:00:00,3.02,304,13.9,75
2020-01-19 11:00:00,3.4,294,15.5,67
2020-01-19 12:00:00,3.53,295,16.6,61
2020-01-19 13:00:00,3.3,305,17.2,57
2020-01-19 14:00:00,3.11,303,17.5,54
2020-01-19 15:00:00,3.31,299,17.5,54
2020-01-19 16:00:00,3.11,303,16.8,57
2020-01-19 17:00:00,2.0,307,14.2,78
2020-01-19 18:00:00,2.06,299,12.3,86
2020-01-19 19:00:00,2.28,299,11.8,86
2020-01-19 20:00:00,2.28,293,11.1,87
2020-01-19 21:00:00,2.4,287,10.4,89
2020-01-19 22:00:00,2.85,288,9.9,90
2020-01-19 23:00:00,2.85,288,9.4,91
2020-01-20 00:00:00,2.56,291,8.9,92
2020-01-20 01:00:00,2.44,289,8.6,93
2020-01-20 02:00:00,2.65,281,8.3,94
2020-01-20 03:00:00,2.81,274,7.9,95
2020-01-20 04:00:00,3.31,275,7.9,95
2020-01-20 05:00:00,3.16,281,7.2,95
2020-01-20 06:00:00,2.72,276,7.6,95
2020-01-20 07:00:00,3.04,279,8.1,94
2020-01-20 08:00:00,3.47,282,9.4,90
2020-01-20 09:00:00,3.26,297,11.6,84
2020-01-20 10:00:00,3.24,304,13.8,78
2020-01-20 11:00:00,2.76,316,15.3,72
2020-01-20 12:00:00,2.16,326,16.4,67
2020-01-20 13:00:00,1.77,317,16.9,65
2020-01-20 14:00:00,2.25,291,17.5,62
2020-01-20 15:00:00,2.42,294,17.2,61
2020-01-20 16:00:00,1.86,306,16.5,67
2020-01-20 17:00:00,1.62,292,14.5,86
2020-01-20 18:00:00,1.43,282,13.5,85
2020-01-20 19:00:00,1.21,294,13.8,84
2020-01-20 20:00:00,1.14,322,13.1,86
2020-01-20 21:00:00,1.03,29,12.8,88
2020-01-20 22:00:00,1.3,32,12.4,90
2020-01-20 23:00:00,1.34,63,12.1,92
2020-01-21 00:00:00,1.61,60,12.1,92
2020-01-21 01:00:00,1.39,69,11.9,92
2020-01-21 02:00:00,1.56,50,11.6,93
2020-01-21 03:00:00,2.01,63,9.6,98
2020-01-21 04:00:00,1.53,58,9.6,99
2020-01-21 05:00:00,1.3,122,9.3,100
2020-01-21 06:00:00,0.64,129,9.5,99
2020-01-21 07:00:00,0.57,135,9.4,100
2020-01-21 08:00:00,1.14,128,10.4,97
2020-01-21 09:00:00,1.03,119,11.9,96
2020-01-21 10:00:00,1.77,137,14.9,80
2020-01-21 11:00:00,1.35,132,16.5,71
2020-01-21 12:00:00,1.12,117,17.3,66
2020-01-21 13:00:00,1.1,90,17.9,61
2020-01-21 14:00:00,1.46,74,18.2,59
2020-01-21 15:00:00,1.77,74,18.2,58
2020-01-21 16:00:00,2.11,85,17.7,59
2020-01-21 17:00:00,1.92,81,15.1,80
2020-01-21 18:00:00,2.63,81,12.9,87
2020-01-21 19:00:00,2.52,56,11.9,89
2020-01-21 20:00:00,2.02,33,11.1,94
2020-01-21 21:00:00,1.91,47,10.9,95
2020-01-21 22:00:00,2.2,60,10.7,94
2020-01-21 23:00:00,2.02,70,10.0,95
2020-01-22 00:00:00,2.45,78,9.1,96
2020-01-22 01:00:00,1.17,70,10.6,93
2020-01-22 02:00:00,0.81,330,10.6,94
2020-01-22 03:00:00,1.14,308,9.7,95
2020-01-22 04:00:00,1.98,311,7.4,98
2020-01-22 05:00:00,1.53,302,7.5,98
2020-01-22 06:00:00,1.75,294,7.4,99
2020-01-22 07:00:00,2.19,294,7.6,99
2020-01-22 08:00:00,2.39,303,8.9,96
2020-01-22 09:00:00,2.02,303,10.9,90
2020-01-22 10:00:00,2.5,307,14.0,79
2020-01-22 11:00:00,3.04,314,16.1,71
2020-01-22 12:00:00,3.4,313,17.5,64
2020-01-22 13:00:00,3.68,313,18.4,59
2020-01-22 14:00:00,3.97,311,18.8,56
2020-01-22 15:00:00,4.19,310,18.5,56
2020-01-22 16:00:00,4.05,310,17.8,60
2020-01-22 17:00:00,2.78,300,15.6,75
2020-01-22 18:00:00,3.0,296,14.0,80
2020-01-22 19:00:00,3.58,293,13.4,80
2020-01-22 20:00:00,3.85,295,12.6,80
2020-01-22 21:00:00,3.94,300,11.8,81
2020-01-22 22:00:00,4.05,303,11.2,82
2020-01-22 23:00:00,4.0,302,10.8,82
2020-01-23 00:00:00,4.08,301,10.2,84
2020-01-23 01:00:00,4.08,301,9.8,85
2020-01-23 02:00:00,4.16,297,9.4,86
2020-01-23 03:00:00,4.2,295,9.1,86
2020-01-23 04:00:00,4.39,294,8.8,85
2020-01-23 05:00:00,4.34,299,8.8,85
2020-01-23 06:00:00,4.61,294,8.6,85
2020-01-23 07:00:00,4.79,293,8.4,84
2020-01-23 08:00:00,5.19,298,10.1,77
2020-01-23 09:00:00,5.33,300,12.4,67
2020-01-23 10:00:00,5.58,303,14.5,59
2020-01-23 11:00:00,5.99,303,16.0,54
2020-01-23 12:00:00,6.33,301,17.0,48
2020-01-23 13:00:00,6.44,303,17.5,45
2020-01-23 14:00:00,6.3,303,17.8,44
2020-01-23 15:00:00,6.07,303,17.6,44
2020-01-23 16:00:00,5.13,303,16.9,49
2020-01-23 17:00:00,4.05,303,15.2,56
2020-01-23 18:00:00,3.98,295,13.5,61
2020-01-23 19:00:00,4.53,292,12.6,62
2020-01-23 20:00:00,4.9,290,12.1,61
2020-01-23 21:00:00,5.06,288,11.5,61
2020-01-23 22:00:00,5.13,291,10.9,62
2020-01-23 23:00:00,4.94,291,10.2,64
2020-01-24 00:00:00,4.92,294,9.8,66
2020-01-24 01:00:00,5.02,293,9.4,67
2020-01-24 02:00:00,5.07,292,9.0,67
2020-01-24 03:00:00,5.24,294,8.6,67
2020-01-24 04:00:00,5.37,297,8.4,67
2020-01-24 05:00:00,5.46,294,9.0,72
2020-01-24 06:00:00,5.33,293,8.8,72
